Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,No Of imported HS6 digit Products,Export Share in Total Products (%),Import Share in Total Products (%),Trade Balance (US$ Thousand),Export (US$ Thousand),Import (US$ Thousand),Import Partner Share (%),Export Partner Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports(US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),No Of Tariff Agreement
Belgium,Moldova,2018,Exports & Imports,1052,149,23.39,3.3,30734.67,45313.13,14578.46,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Madagascar,2018,Exports & Imports,1026,168,22.81,3.72,31726.34,105595.23,73868.89,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Maldives,2018,Exports & Imports,460,13,10.23,0.29,8334.05,9123.56,789.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Middle East & North Africa,2018,Exports & Imports,3788,2429,84.22,53.75,1915919.53,15266675.11,13350755.58,2.94,3.26,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Mexico,2018,Exports & Imports,1694,1228,37.66,27.17,-3683129.18,1543947.37,5227076.55,1.15,0.33,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Marshall Islands,2018,Exports & Imports,25,2,0.56,0.04,1177785.58,1178067.22,281.64,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,North Macedonia,2018,Exports & Imports,1240,484,27.57,10.71,-98606.38,159114.57,257720.95,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Mali,2018,Exports & Imports,949,36,21.1,0.8,125918.85,134348.02,8429.17,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Malta,2018,Exports & Imports,1795,283,39.91,6.26,96450.15,186460.1,90009.94,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Myanmar,2018,Exports & Imports,351,182,7.8,4.03,-108053.57,63137.7,171191.28,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Mongolia,2018,Exports & Imports,336,44,7.47,0.97,15931.39,16950.19,1018.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Northern Mariana Islands,2018,Exports & Imports,,1,,0.02,,,0.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Montenegro,2018,Exports & Imports,590,62,13.12,1.37,-8343.9,15104,23447.91,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Mozambique,2018,Exports & Imports,293,55,6.51,1.22,6395.41,90060.42,83665.01,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Mauritania,2018,Exports & Imports,903,29,20.08,0.64,128182.46,130177.04,1994.57,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Montserrat,2018,Exports & Imports,8,3,0.18,0.07,-99.48,392.09,491.57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Mauritius,2018,Exports & Imports,971,116,21.59,2.57,104536.34,136020.84,31484.51,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Malawi,2018,Exports & Imports,242,15,5.38,0.33,-178791.07,32410.84,211201.9,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Malaysia,2018,Exports & Imports,1735,960,38.57,21.24,-320652.47,756614.95,1077267.42,0.24,0.16,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,North America,2018,Exports & Imports,3426,3565,76.17,78.89,-6366940.99,28023480.99,34390421.98,7.56,5.98,,,,,,,,,,,,,,,,,,,,,,,,,
